course_name,sks,clo_combined_text,skill_technical_list,skill_domain_list,has_skill_tag,sources,num_rows,course_code
Pengantar Sistem Informasi,3.0,"Mahasiswa mampu menjelaskan peran profesi sistem informasi dalam upaya pembangunan berkelanjutan. Mampu menjelaskan peran dari sistem dan teknologi informasi dalam konteks individu, bisnis, maupun organisasi. Mampu menganalisis nilai dan risiko dari penggunaan sistem dan teknologi informasi. Mampu memodelkan penyelenggaraan sistem informasi di konteks organisasi. Mata kuliah ini merupakan mata kuliah pengantar yang akan membahas berbagai bidang yang terkait dengan sistem informasi sebagai bentuk pengenalan kepada para mahasiswa. Materi yang diajarkan pada mata kuliah ini akan dipelajari lebih lanjut pada mata kuliah lain di dalam kurikulum program studi.","IS Strategy; Digital Transformation; IT Infrastructure; IS Governance; IS Strategy, Digital Transformation, IT Infrastructure, IS Governance",Information Systems Fundamentals,True,TelU_CLO_Skill; TelU_Course_Summary,5,40
Pengantar Teknologi Elektro dan Informatika Cerdas,,Memahami definisi dan komponen Sistem Informasi Memahami peran Sistem Informasi dalam bisnis Membedakan jenis-jenis SI dan memberikan contoh aplikatif dalam organisasi/bisnis Menjelaskan tren dan teknologi terkini dalam Sistem Informasi Mengonsepkan sistem informasi yang berguna bagi masyarakat,,,False,ITS_Raw,5,41
Pengembangan Aplikasi Website,3.0,"PLO02-CLO03 - Mampu mengimplementasikan solusi berbasis sistem informasi menggunakan metodologi pengembangan yang tepat. PLO08-CLO04 - Mampu menggunakan teknik, keahlian, dan perangkat dalam pengembangan aplikasi dan integrasinya dalam konteks kasus nyata Mampu menjelaskan perbedaan teknologi server-side dan client-side serta menerapkan HTML menggunakan tag heading, body, text, table, dan media, serta mengaplikasikan style CSS internal, eksternal, dan inline pada perancangan halaman website sederhana. Menguasai penggunaan class Bootstrap, sintaks lanjutan PHP seperti request, session, dan cookies pada halaman form, serta mampu melakukan operasi create, update, dan delete pada database menggunakan PHP dasar. Selain itu, mampu membangun solusi aplikasi berbasis web menggunakan kerangka kerja Laravel berdasarkan studi kasus tertentu dan memuat aplikasi yang dibangun pada hosting. Mampu menggunakan pemrograman Server-Side berbasis web dengan PHP, meliputi pengkondisian, perulangan, operator, variabel, array, request, session, dan cookies, serta mengintegrasikan halaman website dengan database melalui operasi create, update, dan delete, baik tanpa maupun dengan form. Menguasai konsep Model View Controller pada kerangka kerja Laravel, termasuk skema migration, seed, sintaks dasar Artisan, serta penggunaan model, controller, view, dan route sederhana untuk kasus CRUD produk. Mampu menggunakan alat kolaborasi kode seperti Git untuk push, pull, dan penyelesaian konflik, serta menerapkan kerangka kerja Laravel dalam pembangunan aplikasi berbasis web berdasarkan studi kasus, termasuk memuat aplikasi yang dibangun pada sebuah hosting. Mampu menjelaskan perbedaan teknologi server-side dan client-side serta menerapkan HTML menggunakan tag heading, body, text, table, dan media, serta mengaplikasikan style CSS internal, eksternal, dan inline pada perancangan halaman website sederhana. Menguasai penggunaan class Bootstrap, sintaks lanjutan PHP seperti request, session, dan cookies pada halaman form, serta mampu melakukan operasi create, update, dan delete pada database menggunakan PHP dasar. Selain itu, mampu membangun solusi aplikasi berbasis web menggunakan kerangka kerja Laravel berdasarkan studi kasus tertentu dan memuat aplikasi yang dibangun pada hosting. || Mampu menggunakan pemrograman Server-Side berbasis web dengan PHP, meliputi pengkondisian, perulangan, operator, variabel, array, request, session, dan cookies, serta mengintegrasikan halaman website dengan database melalui operasi create, update, dan delete, baik tanpa maupun dengan form. Menguasai konsep Model View Controller pada kerangka kerja Laravel, termasuk skema migration, seed, sintaks dasar Artisan, serta penggunaan model, controller, view, dan route sederhana untuk kasus CRUD produk. Mampu menggunakan alat kolaborasi kode seperti Git untuk push, pull, dan penyelesaian konflik, serta menerapkan kerangka kerja Laravel dalam pembangunan aplikasi berbasis web berdasarkan studi kasus, termasuk memuat aplikasi yang dibangun pada sebuah hosting.","Backend Development; Web Framework; Backend Development, Web Framework",Web Development,True,TelU_CLO_Paraphrase; TelU_CLO_Skill; TelU_Course_Summary,5,42
Pengembangan Sistem Cerdas,3.0,"[PLO01-CLO01] Mampu memahami konsep- konsep dasar sistem cerdas [PLO02-CLO04] Mampu merancang, membuat arsitektur, dan menerapkan teknik- teknik sistem cerdas pada studi kasus spesifik sbg project based learning [PLO08-CLO03] Mampu memahami beberapa teknik dasar sistem cerdas utk klasifikasi seper Decision Tree dan NN [PLO-1] [PLO1] Mampu menganalisis permasalahan infokom yang komplek, mendefinLisikan, dan memodelkan kebutuhan dalam konteks enterprise Eatau masyarakat dengan menerapkan ilmu dan pengetahuan dalam bidang komputasi, teknologi informasi dan komunikasi, dan disiplin lain yang relevan O K [CLO-1][PLO01-CLO01] Mampu memahami konsep-konsep dasar sistem cerdas T [PLO-2] [PLO2] Mampu merancang, mengembangkan, mengimplementasikan, dan mengevaluasi solusi berbasis sistem informasi untuk memenuhi kebutuhan organisasi menuju data- driven organizaon [CLO-4][PLO02-CLO04] Mampu merancang, membuat arsitektur, dan menerapkan teknik-teknik sistem cerdas pada studi kasus spesifik sbg project based learning [PLO-8] [PL08] Mampu menggunakan metode, teknik, keahlian, atau perangkat terkini yang diperlukan untuk menghasilkan solusi di bidang sistem informasi, baik dalam konteks prakkum ataupun kasus nyata","Machine Learning; Decision Tree/KNN/SVM; Neural Network; AI Application; Machine Learning, Decision Tree/KNN/SVM, Neural Network, AI Application",Intelligent Systems,True,TelU_CLO_Skill; TelU_Course_Summary,9,43
Pengembangan Sistem dan Operasi,,"Memahami DevOps, kasus bisnis, dan dasarnya Mengkaji dan mengembangkan ide inovatif TI Menggali kebutuhan dan merancang integrasi sistem",,,False,ITS_Raw,3,44
Pengolahan Bahasa Alami,,"Memahami dasar konseptual pengolahan bahasa alami Merancang skema encoding bahasa alami sederhana Menerapkan pemodelan bahasa sederhana Mengidentifikasi teknik prapemrosesan bahasa yang tepat Menerapkan teknik analisis data pada teks bahasa alami Menerapkan langkah pembuatan data set bahasa alami Membuat, mengevaluasi, dan merekomendasikan model NLP",,,False,ITS_Raw,7,45
Perancangan & Pengembangan Perangkat Lunak,,Menguraikan konsep OOAD dan berbagai diagram UML Menerapkan analisis dan perancangan dengan Iconic process Menganalisis konsep konstruksi perangkat lunak Menguji perangkat lunak sampai level unit Membangun perangkat lunak skala kecil menengah,,,False,ITS_Raw,5,46
Perancangan Interaksi,3.0,"Mampu menjelaskan dasar perancangan interaksi Mampu mengindetifikasi permasalahan dan mendefinisikan kebutuhan sistem Mampu menerapkan prinsip dan style interaksi dalam setiap proses perancangan interaksi Mampu menguji produk dengan metode pengujian usability Mampu mengkomunikasikan hasil perancangan interaksi dalam sebuah forum Mampu menjelaskan dasar perancangan interaksi yang meliputi definisi, proses, serta konsep mental model, dan menerapkan proses perancangan interaksi dalam praktik. Mampu mengidentifikasi permasalahan dan mendefinisikan kebutuhan sistem melalui proses ideation studio, termasuk teknik sketching. Mampu menjelaskan prinsip-prinsip interaksi yang meliputi prinsip usability, prinsip interaksi, Gestalt, dan desain pattern, serta mampu menjelaskan berbagai gaya interaksi. Menguasai penerapan prinsip-prinsip interaksi dan gaya interaksi menggunakan tools Figma, termasuk perancangan sistem perilaku. Mampu menguji produk menggunakan metode pengujian usability yang didasari pengenalan terhadap user research. Mampu mengkomunikasikan hasil perancangan interaksi dalam sebuah forum. Mampu menjelaskan dasar perancangan interaksi yang meliputi definisi, proses, serta konsep mental model, dan menerapkan proses perancangan interaksi dalam praktik. || Mampu mengidentifikasi permasalahan dan mendefinisikan kebutuhan sistem melalui proses ideation studio, termasuk teknik sketching. || Mampu menjelaskan prinsip-prinsip interaksi yang meliputi prinsip usability, prinsip interaksi, Gestalt, dan desain pattern, serta mampu menjelaskan berbagai gaya interaksi. Menguasai penerapan prinsip-prinsip interaksi dan gaya interaksi menggunakan tools Figma, termasuk perancangan sistem perilaku. || Mampu menguji produk menggunakan metode pengujian usability yang didasari pengenalan terhadap user research. || Mampu mengkomunikasikan hasil perancangan interaksi dalam sebuah forum.","UX Research; UI Prototyping; Usability Testing; Wireframing; UX Research, UI Prototyping, Usability Testing, Wireframing",Interaction Design,True,TelU_CLO_Paraphrase; TelU_CLO_Skill; TelU_Course_Summary,11,47
Perencanaan Strategis SI/TI,,"Menjelaskan konsep TI sebagai aset strategis Membangun Perencanaan Strategis organisasi (SWOT, BSC) Menganalisis Strategi TI dengan berbagai metode Merancang Enterprise Architecture (TOGAF)",,,False,ITS_Raw,4,48
Probabilistik dan Statistika untuk TI,,"Memahami terminologi, konsep dasar dan kegunaan statistika Memahami beberapa metode pengumpulan data secara kuantitatif Merumuskan hipotesa dan menarik inferensi data sesuai skala data Menyusun dan mengimplementasikan instrumen pengumpulan data Memahami probabilitas dan  random variable distribution Memahami dasar  inferential statistics : data numerikal dan kategorikal",,,False,ITS_Raw,6,49
Proteksi Aset Informasi,,Memahami pengetahuan keamanan informasi Mengemukakan metode proteksi fisik dan teknikal aset informasi Menganalisis dan menerapkan perencanaan security,,,False,ITS_Raw,3,50
Proyek Perangkat Lunak,3.0,"[PLO01-CLO04] Mampu menganalisis permasalahan dalam bidang infokom dalam konteks enterprise atau masyarakat [PLO02-CLO04] Mampu mengevaluasi solusi berbasis sistem informasi dengan menggunakan metode yang tepat [PLO03-CLO01] Mampu berinisiaf dan bertanggungjawab untuk menyelesaikan berbagai tugas dalam m M [PLO08-CLO03] Mampu menggunakan metode atau perangkat lunak tertentu dalam keilmuan sistem informasi dalam konteks penelian atau proyek nyata [PLO-1] [PLO1] Mampu menganalisis permasalahan infokom yang komplek, mendefinisikan, dan memodelkan kebutuhan dalam konteks enterprise atau masyarakat dengan menerapkan ilmu dan pengetahuan dalam bidang komputasi, teknologi informasi dan komunikasi, dan disiplin lain yang relevan [CLO-1][PLO01-CLO04] Mampu menganalisis permasalahan dalam bidang infokom dalam konteks enterprise atau masyarakat [PLO-5] [PLO5] Mampu berkomunikasi secara efekf baik lisan maupun tulisan dalam berbagai konteks profesional [PLO-3] [PLO3] Mampu untuk bekerja secara kolaboraf, proakf, dan bertanggungjawab dalam m untuk mencapai tujuan bersama dalam berbagai kontek profesional Menguasai konsep rekayasa perangkat lunak yang meliputi pengantar teknik pengembangan perangkat lunak, metode Siklus Hidup Pengembangan Perangkat Lunak (SDLC), serta urgensi dan aktivitas utama dalam rekayasa kebutuhan, pengembangan, dan pengujian perangkat lunak. Mampu menjelaskan konsep implementasi perangkat lunak termasuk product planning dan requirement management menggunakan mockup dan prototyping, serta product envisioning, sembari memahami filosofi munculnya Agile dalam konteks rekayasa perangkat lunak, perbedaan dengan plan-driven development, serta berbagai model pengembangan perangkat lunak berbasis Agile. Mampu menjelaskan pengelolaan proyek berbasis agile menggunakan kerangka kerja SCRUM, meliputi karakteristik, proses, aktivitas, dan artefak, serta konsep product envisioning melalui product planning dan requirement management menggunakan mockup serta prototyping. Menguasai proses dan teknologi kolaborasi tim virtual termasuk penggunaan alat kolaborasi dan sistem versioning seperti Git/Github, serta mampu menyusun dokumen perencanaan proyek dan product backlog. Selain itu, mampu melakukan estimasi terhadap item product backlog yang akan diimplementasikan dan menjalankan seluruh aktivitas dalam proses Sprint. Mampu memanfaatkan alat kolaborasi dan sistem versioning (Git/Github) dalam kerangka kerja Scrum untuk menghasilkan produk perangkat lunak berdasarkan rencana Sprint yang disusun, serta mampu menjelaskan proses dan teknologi pengelolaan kolaborasi tim secara virtual. Menguasai perumusan langkah-langkah serta pelaksanaan seluruh aktivitas dalam Sprint 1 dan Sprint 2, meliputi Sprint Review, Sprint Retrospective, Sprint Planning, dan Daily Meeting. Mampu menjalankan seluruh aktivitas yang dirumuskan dalam proses SPRINT, meliputi Sprint Retrospective, Sprint Planning, Daily Meeting, dan Sprint Review, dengan ketepatan dalam merumuskan langkah-langkah serta mengeksekusi setiap tahapan. Menguasai konsep rekayasa perangkat lunak yang meliputi pengantar teknik pengembangan perangkat lunak, metode Siklus Hidup Pengembangan Perangkat Lunak (SDLC), serta urgensi dan aktivitas utama dalam rekayasa kebutuhan, pengembangan, dan pengujian perangkat lunak. Mampu menjelaskan konsep implementasi perangkat lunak termasuk product planning dan requirement management menggunakan mockup dan prototyping, serta product envisioning, sembari memahami filosofi munculnya Agile dalam konteks rekayasa perangkat lunak, perbedaan dengan plan-driven development, serta berbagai model pengembangan perangkat lunak berbasis Agile. || Mampu menjelaskan pengelolaan proyek berbasis agile menggunakan kerangka kerja SCRUM, meliputi karakteristik, proses, aktivitas, dan artefak, serta konsep product envisioning melalui product planning dan requirement management menggunakan mockup serta prototyping. Menguasai proses dan teknologi kolaborasi tim virtual termasuk penggunaan alat kolaborasi dan sistem versioning seperti Git/Github, serta mampu menyusun dokumen perencanaan proyek dan product backlog. Selain itu, mampu melakukan estimasi terhadap item product backlog yang akan diimplementasikan dan menjalankan seluruh aktivitas dalam proses Sprint. || Mampu memanfaatkan alat kolaborasi dan sistem versioning (Git/Github) dalam kerangka kerja Scrum untuk menghasilkan produk perangkat lunak berdasarkan rencana Sprint yang disusun, serta mampu menjelaskan proses dan teknologi pengelolaan kolaborasi tim secara virtual. Menguasai perumusan langkah-langkah serta pelaksanaan seluruh aktivitas dalam Sprint 1 dan Sprint 2, meliputi Sprint Review, Sprint Retrospective, Sprint Planning, dan Daily Meeting. || Mampu menjalankan seluruh aktivitas yang dirumuskan dalam proses SPRINT, meliputi Sprint Retrospective, Sprint Planning, Daily Meeting, dan Sprint Review, dengan ketepatan dalam merumuskan langkah-langkah serta mengeksekusi setiap tahapan.","SDLC; CI/CD; Software Testing; Version Control; SDLC, CI/CD, Software Testing, Version Control",Software Engineering,True,TelU_CLO_Paraphrase; TelU_CLO_Skill; TelU_Course_Summary,13,51
Rekayasa Kebutuhan Perangkat Lunak,,"Memahami definisi dan pentingnya rekayasa kebutuhan perangkat lunak Memahami konsep, model, dan peran dalam proses rekayasa kebutuhan Memahami konsep elisitasi dan teknik penggalian kebutuhan Memahami teknik analisis, validasi, dan dokumentasi kebutuhan (SKPL/SRS) Memahami fenomena perubahan kebutuhan perangkat lunak yang dinamis",,,False,ITS_Raw,5,52
Rekayasa Proses Bisnis,3.0,"[PLO01-CLO04] Mampu menganalisis permasalahan dalam bidang infokom dalam konteks enterprise atau masyarakat. [PLO08-CLO05] Mampu menggunakan teknik, metode, perangkat lunak terkini untuk menghasilkan solusi di bidang pengelolaan fungsi dan bisnis organisasi dalam konteks kasus nyata. [PLO09-CLO06] Mampu mengusulkan perbaikan arsitektur atau pengelolaan sistem informasi untuk mendukung tujuan organisasi. [PLO-1] [PLO1] Mampu menganalisis permasalahan infokom yang komplek, mendefinisikan, dan memodelkan kebutuhan dalam konteks enterprise atau masyarakat dengan menerapkan ilmu dan pengetahuan dalam bidang komputasi, teknologi informasi dan komunikasi, dan disiplin lain yang relevan [CLO-1][PLO01-CLO04] Mampu menganalisis permasalahan dalam bidang infokom dalam konteks enterprise atau masyarakat. [PLO-5] [PLO5] Mampu berkomunikasi secara efekf baik lisan maupun tulisan dalam berbagai konteks profesional [PLO-9] [LPLO9] Mampu mendukung penyelenggaraan, Epenggunaan, pengelolaan, evaluasi, dan peningkatan Sistem Informasi untuk mencapai tujuan dan sasaran strategi bisnis dari organisasi. K [CLO-4][PLO09-CLO06] Mampu mengusulkan perbaikan arsitektur atau pengelolaan sistem informasi untuk mendukung tujuan organisasi.","Process Optimization; Performance Measurement; Change Management; BPR Methodology; Process Optimization, Performance Measurement, Change Management, BPR Methodology",Business Process Reengineering,True,TelU_CLO_Skill; TelU_Course_Summary,9,53
Riset Operasi,,"Mendefinisikan dan memodelkan permasalahan optimasi Menyelesaikan model dengan metode grafis maupun simpleks Menemukan informasi tambahan dari solusi optimal (analisa post optimal/sensitivitas) Menyelesaikan model pemrograman integer Menyelesaikan model khusus (transportasi, penugasan)",,,False,ITS_Raw,5,54
SI Capstone,,Mempraktikkan manajemen proyek tangkas Mempraktikkan perencanaan dan pengembangan perangkat lunak Mengimplementasikan pembelajaran berbasis proyek di lingkungan Mendemonstrasikan hasil implementasi proyek,,,False,ITS_Raw,4,55
Sistem Basis Data,3.0,"PLO01-CLO03 - Mampu mengidentifikasi kebutuhan sistem informasi dalam konteks enterprise atau masyarakat PLO02-CLO01 - Mampu membuat perancangan sistem informasi untuk memenuhi kebutuhan organisasi menuju data-driven organization PLO01-CLO08 - Mampu memahami konsep dasar bidang infokom yang digunakan dalam lingkup disiplin ilmu sistem informasi PLO08-CLO01 - Mampu menggunakan metode dan perangkat lunak terkini untuk menghasilkan solusi di bidang data dalam konteks kasus nyata Mampu mengidentifikasi kebutuhan sistem informasi dalam konteks enterprise atau masyarakat dengan memahami konsep, definisi, serta manfaat pemodelan basis data, meliputi jenis-jenis pemodelan data seperti object-based logical model dan record-based logical model, serta pengenalan Entity-Relationship Diagram (ERD). Menguasai definisi, jenis, notasi entity dan relationship, serta elemen penyusun ERD, kemudian mampu menganalisis, mendefinisikan, merancang ERD pada kasus tertentu, serta memahami definisi model relasional dan transformasi ERD ke model relasional. Selain itu, mampu melakukan normalisasi minimal sampai normal ke-3 pada kasus tertentu, serta mengimplementasikan Data Definition Language (DDL) dan Data Manipulation Language (DML). Mampu merancang dan mengimplementasikan sistem manajemen data dengan menguasai perintah Data Definition Language (DDL) seperti `CREATE`, `ALTER`, `DROP`, serta Data Manipulation Language (DML) termasuk `SELECT`, `INSERT`, `UPDATE`, dan `DELETE` pada MySQL. Menguasai penggunaan berbagai jenis `Key`, `referential integrity constraint`, serta perintah SQL lanjutan seperti operasi himpunan (`UNION`, `INTERSECT`, `EXCEPT`), operator aritmatika, logika (`AND`, `OR`, `NOT`), agregasi (`SUM`, `AVG`, `MIN`, `MAX`), operator relasi, pembanding (`WILDCARD`, `BETWEEN`, `IN`, `DISTINCT`, `LIMIT`, `IS NULL`), `GROUP BY`, `ORDER BY`, `JOIN` (`CROSS`, `NATURAL`, `LEFT`, `RIGHT`, `INNER`), serta `SUB-QUERIES`. Mampu memahami konsep `ERD` dan `Normalisasi`, serta mengembangkan solusi data menggunakan `Trigger`, `Stored Procedure`, dan perintah Data Control Language (DCL) seperti `GRANT` dan `REVOKE`. Mampu menjelaskan konsep NoSQL database untuk berbagai permasalahan, meliputi pemahaman mendalam mengenai jenis-jenisnya seperti Key-value, Document, Column-oriented, dan Graph database. Mampu mengelola struktur basis data relasional menggunakan perintah `CREATE`, `ALTER`, dan `DROP` pada MySQL, serta menerapkan berbagai jenis `KEY` dan `referential integrity constraint` secara tepat. Menguasai operasi manipulasi data `SELECT`, `INSERT`, `UPDATE`, dan `DELETE` beserta operasi lanjutan pada Data Manipulation Language (DML). Mampu mengidentifikasi kebutuhan sistem informasi dalam konteks enterprise atau masyarakat dengan memahami konsep, definisi, serta manfaat pemodelan basis data, meliputi jenis-jenis pemodelan data seperti object-based logical model dan record-based logical model, serta pengenalan Entity-Relationship Diagram (ERD). Menguasai definisi, jenis, notasi entity dan relationship, serta elemen penyusun ERD, kemudian mampu menganalisis, mendefinisikan, merancang ERD pada kasus tertentu, serta memahami definisi model relasional dan transformasi ERD ke model relasional. Selain itu, mampu melakukan normalisasi minimal sampai normal ke-3 pada kasus tertentu, serta mengimplementasikan Data Definition Language (DDL) dan Data Manipulation Language (DML). || Mampu merancang dan mengimplementasikan sistem manajemen data dengan menguasai perintah Data Definition Language (DDL) seperti `CREATE`, `ALTER`, `DROP`, serta Data Manipulation Language (DML) termasuk `SELECT`, `INSERT`, `UPDATE`, dan `DELETE` pada MySQL. Menguasai penggunaan berbagai jenis `Key`, `referential integrity constraint`, serta perintah SQL lanjutan seperti operasi himpunan (`UNION`, `INTERSECT`, `EXCEPT`), operator aritmatika, logika (`AND`, `OR`, `NOT`), agregasi (`SUM`, `AVG`, `MIN`, `MAX`), operator relasi, pembanding (`WILDCARD`, `BETWEEN`, `IN`, `DISTINCT`, `LIMIT`, `IS NULL`), `GROUP BY`, `ORDER BY`, `JOIN` (`CROSS`, `NATURAL`, `LEFT`, `RIGHT`, `INNER`), serta `SUB-QUERIES`. Mampu memahami konsep `ERD` dan `Normalisasi`, serta mengembangkan solusi data menggunakan `Trigger`, `Stored Procedure`, dan perintah Data Control Language (DCL) seperti `GRANT` dan `REVOKE`. || Mampu menjelaskan konsep NoSQL database untuk berbagai permasalahan, meliputi pemahaman mendalam mengenai jenis-jenisnya seperti Key-value, Document, Column-oriented, dan Graph database. || Mampu mengelola struktur basis data relasional menggunakan perintah `CREATE`, `ALTER`, dan `DROP` pada MySQL, serta menerapkan berbagai jenis `KEY` dan `referential integrity constraint` secara tepat. Menguasai operasi manipulasi data `SELECT`, `INSERT`, `UPDATE`, dan `DELETE` beserta operasi lanjutan pada Data Manipulation Language (DML). Memahami tahapan daur hidup pengembangan sistem basis data dan arsitekturnya Mendesain basis data konseptual menggunakan pemodelan data tingkat tinggi Mendesain basis data logikal menggunakan model data relasional Menspesifikasikan definisi, query, dan manipulasi data relasional Memahami metodologi desain basis data fisik dan implementasinya","SQL; Database Design; Normalization; Query Optimization; SQL, Database Design, Normalization, Query Optimization",Database Systems,True,ITS_Raw; TelU_CLO_Paraphrase; TelU_CLO_Skill; TelU_Course_Summary,14,56
Sistem Data-Intensif,,Memahami Metrik dari sistem data-intensif Mendemonstrasikan Komponen sistem data-intensif Merancang dan Membangun sistem berbasis polygot persistance,,,False,ITS_Raw,3,57
Sistem Enterprise,3.0,"[PLO-9] CLO-1 Mampu memahami prinsip dan fungsi manajemen Sistem Informasi untuk mendukung strategi bisnis [PLO-8] CLO-2 Mampu menggunakan teknik, metode, perangkat lunak, atau kakas terkini untuk menghasilkan solusi di bidang sistem informasi dalam konteks kasus nyata Mampu mengutarakan proses bisnis pada fungsi produksi, marketing dan sales, serta distribusi dalam perusahaan, yang meliputi konsep produksi, aktivitas marketing dan sales, serta konsep sales dan distribusi. Menguasai penggunaan perangkat lunak Enterprise Resource Planning (ERP) pada tahap awal dan sertifikasi, termasuk pemahaman konsep ERP pada persiapan produksi, konsep akuntansi pada modul Financials, serta konsep sumber daya manusia (human resources) dan teknologi informasi (Information Technology) pada sistem ERP. Mampu membedakan serta menjelaskan berbagai fungsi konsep integrasi sistem, termasuk evolusi sistem informasi dalam organisasi, area fungsional sistem informasi, serta hubungan antara fungsi bisnis dan proses bisnis dengan sistem ERP. Mengemukakan konsep sistem di organisasi, sistem ERP, serta sistem integrasi dan hubungannya dalam organisasi. Menguraikan proses akuntansi dan keuangan, manajemen sumber daya manusia, serta manajemen hubungan pelanggan pada perusahaan. Mengidentifikasi fungsi dan proses bisnis yang berjalan pada sebuah perusahaan serta pemanfaatan sistem enterprise dalam membantu aktivitas organisasi. Mampu mengutarakan proses bisnis pada fungsi produksi, marketing dan sales, serta distribusi dalam perusahaan, yang meliputi konsep produksi, aktivitas marketing dan sales, serta konsep sales dan distribusi. Menguasai penggunaan perangkat lunak Enterprise Resource Planning (ERP) pada tahap awal dan sertifikasi, termasuk pemahaman konsep ERP pada persiapan produksi, konsep akuntansi pada modul Financials, serta konsep sumber daya manusia (human resources) dan teknologi informasi (Information Technology) pada sistem ERP. || Mampu membedakan serta menjelaskan berbagai fungsi konsep integrasi sistem, termasuk evolusi sistem informasi dalam organisasi, area fungsional sistem informasi, serta hubungan antara fungsi bisnis dan proses bisnis dengan sistem ERP. Mengemukakan konsep sistem di organisasi, sistem ERP, serta sistem integrasi dan hubungannya dalam organisasi. Menguraikan proses akuntansi dan keuangan, manajemen sumber daya manusia, serta manajemen hubungan pelanggan pada perusahaan. Mengidentifikasi fungsi dan proses bisnis yang berjalan pada sebuah perusahaan serta pemanfaatan sistem enterprise dalam membantu aktivitas organisasi. Memahami konsep dan aspek-aspek dasar dalam sistem enterprise Menjabarkan proses bisnis ERP, siklus hidupnya, dan integrasi CRM/SCM Merencanakan integrasi proses bisnis dengan open source ERP Mempraktikkan integrasi proses bisnis dengan ERP proprietary","ERP; SAP/Oracle; ERP, SAP/Oracle",Enterprise Systems,True,ITS_Raw; TelU_CLO_Paraphrase; TelU_CLO_Skill; TelU_Course_Summary,9,58
Sistem Informasi Akuntansi,3.0,"Mampu menganalisis prinsip dan fungsi manajemen Sistem Informasi untuk mendukung strategi bisnis Mampu memodelkan kebutuhan infokom dalam konteks enterprise atau masyarakat Mampu menggunakan kakas dalam pengelolaan sistem informasi perusahaan berbasis ERP Mampu memahami konsep dasar bidang infokom yang digunakan dalam lingkup disiplin ilmu sistem informasi Mata kuliah ini mengajarkan Sistem Informasi Akuntansi mulai dari memahami, menganalisis, menggunakan, dan memodelkan konsep pembelajaran Sistem Akuntansi dan tahapan penyusunan laporan yang terjadi di lingkungan perusahaan dan pemerintah sehingga memiliki kualitas layanan yang kompeten. Disamping mempelajari teori mata kuliah ini juga menekankan p","Financial Reporting; Transaction Processing; AIS Design; Internal Control; Financial Reporting, Transaction Processing, AIS Design, Internal Control",Accounting Information Systems,True,TelU_CLO_Skill; TelU_Course_Summary,5,59
Sistem Keputusan Berbasis Model,,"Memahami konsep sistem, model, dan simulasi Memahami faktor dan lingkungan pengambilan keputusan Mengembangkan model simulasi system dynamics Mengembangkan skenario model prediksi dan analisis sensitivitas Menganalisis sistem keputusan berbasis model",,,False,ITS_Raw,5,60
