course_name,sub_clo_code,sub_clo_text,source_file
Kerja Praktek dan Pengabdian Masyarakat,CLO 3-1,Mahasiswa mampu mengkomunikasikan hasil tugas atau pekerjaan selama KP secara lisan dan tulisan dalam bentuk laporan KP yang terstruktur,TeluSurabaya.xlsx
Kerja Praktek dan Pengabdian Masyarakat,CLO 4-1,Mahasiswa mampu mengidentifikasi dan memformulasikan masalah dengan baik yang didukung oleh data-data sebagai sebuah pengetahuan baru untuk mahasiswa yang diperoleh selama KP,TeluSurabaya.xlsx
Kewirausahaan,CLO 1,Mampu menjelaskan pengertian kewirausahaan,TeluSurabaya.xlsx
Kewirausahaan,CLO 1,"Mampu menjelaskan pengertian inovasi, kreativitas, dan pengembangan ide",TeluSurabaya.xlsx
Kewirausahaan,CLO 2,Mampu merancang business plan,TeluSurabaya.xlsx
Kewirausahaan,CLO 2,Mampu merancang Marketing Mix untuk Business Plan,TeluSurabaya.xlsx
Kewirausahaan,CLO 2,Mampu merencanakan aspek operasinal pada business plan,TeluSurabaya.xlsx
Kewirausahaan,CLO 2,Mampu menyusun aspek finansial pada business plan,TeluSurabaya.xlsx
Kewirausahaan,CLO 2,Mampu melakukan negosiasi untuk mendapatkan pendanaan dari investor,TeluSurabaya.xlsx
Kewirausahaan,CLO 3,Mampu menerapkan business plan dan mengembangkan usaha untuk menghasilkan keuntungan,TeluSurabaya.xlsx
Komputasi Awan,CLO 1,"PLO1-CLO01. Mahasiswa mampu memahami konsep utama, teknologi utama, kekuatan, keterbatasan komputasi awan.",TeluSurabaya.xlsx
Komputasi Awan,CLO 2,"PLO1-CLO02. Mahasiswa mampu mengidentifikasi arsitektur dan infrastruktur komputasi awan, termasuk pengiriman awan dan model penerapannya",TeluSurabaya.xlsx
Komputasi Awan,CLO 3,"PLO8-CLO03. Mahasiswa mampu menganalisis masalah inti dari komputasi awan mulai dari infrastrukturnya, layanannya dan keamanannya",TeluSurabaya.xlsx
Komputasi Awan,CLO 4,"PLO8-CLO04. Mahasiswa mampu mengidentifikasi solusi dan rekomendasi dari permasalahan komputasi awan yang tepat sesuai dengan hasil analisis, dan evaluasi dari aplikasi yang digunakan",TeluSurabaya.xlsx
Komputasi Lunak,CLO01a,Memahami konsep komputasi lunak dan optimasi,ITS_SI_BRIN.xlsx
Komputasi Lunak,CLO01b,Memahami beberapa metode komputasi lunak,ITS_SI_BRIN.xlsx
Komputasi Lunak,CLO01c,Memahami jenis algoritma berbasis evolusi,ITS_SI_BRIN.xlsx
Komputasi Lunak,CLO01d,Memahami aplikasi komputasi lunak untuk kasus nyata,ITS_SI_BRIN.xlsx
Logika dan Struktur Diskrit,CLO01a,"Menjelaskan dan menerapkan konsep-konsep dasar logika (proposisi, premis, kesimpulan, inferensi)",ITS_SI_BRIN.xlsx
Logika dan Struktur Diskrit,CLO01b,Menggunakan metode pembuktian untuk menguji kebenaran teorema matematis,ITS_SI_BRIN.xlsx
Logika dan Struktur Diskrit,CLO01c,"Menjelaskan dan menerapkan konsep dasar struktur diskrit (teori bilangan, himpunan, induksi, rekursi)",ITS_SI_BRIN.xlsx
Logika dan Struktur Diskrit,CLO01d,Memahami metode  counting  dan merepresentasikan permasalahan dalam bentuk relasi dan graf,ITS_SI_BRIN.xlsx
Logika dan Struktur Diskrit,CLO01e,Menerapkan logika dan struktur diskrit untuk memecahkan masalah komputasional,ITS_SI_BRIN.xlsx
Manajemen Data Enterprise,CLO 1,"Mampu memahami prinsip-prinsip infokom yang mencakup komputasi, matematika, statistika, teknologi informasi dan komunikasi, dan desain yang terkait dalam bidang sistem informasi",TeluSurabaya.xlsx
Manajemen Data Enterprise,CLO 1-SUB CLO 1-1,"Mahasiswa mampu menjelaskan konsep dasar tata kelola dan manajemen data meliputi prinsip, proses, dan kerangka kerja berbasis siklus pengelolaan dan perbaikan yang berkelanjutan",TeluSurabaya.xlsx
Manajemen Data Enterprise,CLO 1-SUB CLO 1-2,Mahasiswa mampu mendapatkan pengetahuan yang memadai mengenai best practices dalam tata kelola dan manajemen data,TeluSurabaya.xlsx
Manajemen Data Enterprise,CLO 3-SUB CLO 3-1,Mahasiswa mampu melakukan asesmen dan analisis kesenjangan implementasi tata kelola dan manajemen data,TeluSurabaya.xlsx
Manajemen Data Enterprise,CLO 5-SUB CLO 5-1,"Mahasiswa mampu merancang solusi personil, proses dan teknologi tata kelola dan manajemen data untuk diterapkan pada suatu obyek organisasi serta merekomendasikan tingkat prioritas implementasinya",TeluSurabaya.xlsx
Manajemen Hubungan Pelanggan,CLO01a,Memahami konsep rekayasa dan Manajemen Hubungan Pelanggan,ITS_SI_BRIN.xlsx
Manajemen Hubungan Pelanggan,CLO01b,Menjabarkan teori dan isu terbaru CRM,ITS_SI_BRIN.xlsx
Manajemen Hubungan Pelanggan,CLO01c,Merencanakan diseminasi teori CRM kepada masyarakat,ITS_SI_BRIN.xlsx
Manajemen Hubungan Pelanggan,CLO01d,Menilai dan mempraktikkan perbaikan program CRM,ITS_SI_BRIN.xlsx
Manajemen Investasi TI,CLO01a,Memahami konsep investasi TI dan analisis kebutuhan,ITS_SI_BRIN.xlsx
Manajemen Investasi TI,CLO01b,Memahami model akuisisi dan metode finansial/ekonomi,ITS_SI_BRIN.xlsx
Manajemen Investasi TI,CLO01c,Menerapkan metode multi kriteria untuk investasi TI,ITS_SI_BRIN.xlsx
Manajemen Investasi TI,CLO01d,Menganalisis kelayakan untuk memilih alternatif terbaik,ITS_SI_BRIN.xlsx
Manajemen Layanan TI,CLO01a,Menjelaskan konsep-konsep penting Manajemen Layanan TI,ITS_SI_BRIN.xlsx
Manajemen Layanan TI,CLO01b,"Menjelaskan model-model utama (SVS, SVC, ITIL)",ITS_SI_BRIN.xlsx
Manajemen Layanan TI,CLO01c,Menjelaskan 34 practices Manajemen Layanan TI,ITS_SI_BRIN.xlsx
Manajemen Perubahan Organisasi,CLO01a,Memahami konsep kepemimpinan dan gaya kepemimpinan,ITS_SI_BRIN.xlsx
Manajemen Perubahan Organisasi,CLO01b,Memahami strategi pengembangan kepemimpinan,ITS_SI_BRIN.xlsx
Manajemen Perubahan Organisasi,CLO01c,"Memahami konsep, tipe dan model manajemen perubahan",ITS_SI_BRIN.xlsx
Manajemen Perubahan Organisasi,CLO01d,Menerapkan model manajemen perubahan dalam studi kasus,ITS_SI_BRIN.xlsx
Manajemen Proses Bisnis,CLO01a,Mengklasifikasikan proses bisnis dalam organisasi,ITS_SI_BRIN.xlsx
Manajemen Proses Bisnis,CLO01b,Menemukan dan menggambarkan proses AS-IS,ITS_SI_BRIN.xlsx
Manajemen Proses Bisnis,CLO01c,Menganalisis proses secara kualitatif dan kuantitatif,ITS_SI_BRIN.xlsx
Manajemen Proses Bisnis,CLO01d,Merancang ulang proses bisnis,ITS_SI_BRIN.xlsx
Manajemen Proses Bisnis,CLO01e,Mendemonstrasikan eksekusi proses model di atas perangkat lunak BPM,ITS_SI_BRIN.xlsx
Manajemen Proyek Sistem Informasi,CLO 1,Mampu berinisiatif dan bertanggungjawab untuk menyelesaikan berbagai tugas dalam tim,TeluSurabaya.xlsx
Manajemen Proyek Sistem Informasi,CLO 2,Mampu menulis dokumen profesionalsesuai dengan konteks profesional,TeluSurabaya.xlsx
Manajemen Proyek Sistem Informasi,CLO 3,Mampu menggunakan metode atau perangkat lunak tertentu dalam keilmuan sistem informasi dalam konteks penelitian atau proyek nyata,TeluSurabaya.xlsx
Manajemen Proyek Sistem Informasi,CLO 4,Mampu memahami prinsip-prinsip manajemen sistem informasi dalam konteks organisasi,TeluSurabaya.xlsx
Manajemen Proyek Sistem Informasi,CLO 5,Mampu menyusun perencanaan dalam konteks sistem informasi menggunakan ilmu dan praktek yang relevan,TeluSurabaya.xlsx
Manajemen Proyek Sistem Informasi,CLO-01,Mampu berinisiatif dan bertanggungjawab untuk menyelesaikan berbagai tugas dalam tim,Dataset_CLO_OBE_SI_TelUJakarta.xlsx
Manajemen Proyek Sistem Informasi,CLO-01,Mampu memahami prinsip-prinsip manajemen sistem informasi dalam konteks organisasi,Dataset_CLO_OBE_SI_TelUJakarta.xlsx
Manajemen Proyek Sistem Informasi,CLO-02,Mampu menulis dokumen profesional sesuai dengan konteks profesional,Dataset_CLO_OBE_SI_TelUJakarta.xlsx
Manajemen Proyek Sistem Informasi,CLO-03,Mampu menggunakan metode atau perangkat lunak tertentu dalam keilmuan sistem informasi dalam konteks penelitian atau proyek nyata,Dataset_CLO_OBE_SI_TelUJakarta.xlsx
Manajemen Proyek Sistem Informasi,CLO-03,Mampu menyusun perencanaan dalam konteks sistem informasi menggunakan ilmu dan praktek yang relevan,Dataset_CLO_OBE_SI_TelUJakarta.xlsx
Manajemen Proyek Tangkas,CLO01a,Menunjukkan filosofi dan prinsip yang mendasari agile,ITS_SI_BRIN.xlsx
Manajemen Proyek Tangkas,CLO01b,Mengemukakan siklus hidup proyek agile dan konfigurasi alternatif,ITS_SI_BRIN.xlsx
Manajemen Proyek Tangkas,CLO01c,Mengoperasikan teknik agile serta manfaat dan keterbatasannya,ITS_SI_BRIN.xlsx
Manajemen Proyek Tangkas,CLO01d,"Mengimplementasikan pengelolaan proyek agile (perencanaan, eksekusi, kontrol)",ITS_SI_BRIN.xlsx
Manajemen Rantai Pasok,CLO 1,[PLO09-CLO01] Mampu menjelaskan mengenai prinsip dasar Operasi dan Manajemen Rantai Pasok untuk mendukung strategi perusahaan.,TeluSurabaya.xlsx
Manajemen Rantai Pasok,CLO 1-sub-CLO01,Mampu menjelaskan pentingnya strategi dan manajemen rantai pasok dalam strategi perusahaan.,TeluSurabaya.xlsx
Manajemen Rantai Pasok,CLO 1-sub-CLO02,Mampu menjelaskan proses rantai pasok dan strategi manajemen rantai pasok di era modern.,TeluSurabaya.xlsx
Manajemen Rantai Pasok,CLO 1-sub-CLO03,"Mampu menjelaskan tentang procurement, distribution barang/jasa serta tren rantai pasok global.",TeluSurabaya.xlsx
Manajemen Rantai Pasok,CLO 2-sub-CLO01,Mampu melakukan demand forecasting dan menganalisanya dengan berbagai metode yang ada.,TeluSurabaya.xlsx
Manajemen Rantai Pasok,CLO 2-sub-CLO02,Mampu membuat dan menganalisa manajemen inventory sesuai kebutuhan perusahaan.,TeluSurabaya.xlsx
Manajemen Rantai Pasok,CLO 2-sub-CLO03,Mampu merencanakan sales dan menentukan kapasitas sumber daya perusahaan yang diperlukan.,TeluSurabaya.xlsx
Manajemen Rantai Pasok,CLO 2-sub-CLO04,Mampu merencanakan dan menganalisa sumber daya perusahaan yang diperlukan untuk produksi.,TeluSurabaya.xlsx
Manajemen Rantai Pasok,CLO 3-sub-CLO01,Mampu melakukan proses procurement menggunakan perangkat lunak manajemen rantai pasok.,TeluSurabaya.xlsx
Manajemen Rantai Pasok,CLO 3-sub-CLO02,Mampu menggunakan master data dan fungsi reporting dan analysis pada perangkat lunak manajemen rantai pasok.,TeluSurabaya.xlsx
Manajemen Rantai Pasok,CLO01a,Menjabarkan konsep manajemen rantai pasok dan strateginya,ITS_SI_BRIN.xlsx
Manajemen Rantai Pasok,CLO01b,Menerapkan peramalan dan perencanaan agregat rantai pasok,ITS_SI_BRIN.xlsx
Manajemen Rantai Pasok,CLO01c,"Memecahkan masalah proses bisnis umum (persediaan, logistik)",ITS_SI_BRIN.xlsx
Manajemen Rantai Pasok,CLO01d,Mengusulkan solusi TI untuk supply chain nyata,ITS_SI_BRIN.xlsx
Manajemen Risiko TI,CLO01a,Memahami ketidakpastian bisnis dan kerentanan data/informasi,ITS_SI_BRIN.xlsx
Manajemen Risiko TI,CLO01b,Mengelola risiko TI untuk keberlangsungan bisnis,ITS_SI_BRIN.xlsx
Manajemen Risiko TI,CLO01c,Mengelola sistem informasi yang aman dan akuntabel,ITS_SI_BRIN.xlsx
Manajemen Sumber Daya Manusia,CLO 1-1.1,Mampu mengidentifikasi peran manajemen sumberdaya manusia,TeluSurabaya.xlsx
Manajemen Sumber Daya Manusia,CLO 1-1.2,"Mampu menganalisis elemen-elemen alur kerja, spesifikasi kerja dan struktur organisasi",TeluSurabaya.xlsx
Manajemen Sumber Daya Manusia,CLO 2-2.1,Mampu menjelaskan proses perencanaan sumberdaya manusia yang sesuai dengan strategi organisasi,TeluSurabaya.xlsx
Manajemen Sumber Daya Manusia,CLO 2-2.2,Mampu menjelaskan dan menganalisis proses penyeleksian personil dan perekrutan,TeluSurabaya.xlsx
Manajemen Sumber Daya Manusia,CLO 2-2.3,Mampu menjelaskan dan menghubungkan program pelatihan dengan kebutuhan organisasi,TeluSurabaya.xlsx
Manajemen Sumber Daya Manusia,CLO 2-2.4,Mampu mengidentifikasi bagaimana pengembangan keahlian meliputi pelatihan dan pengembangan karyawan,TeluSurabaya.xlsx
Manajemen Sumber Daya Manusia,CLO 3-3.1,Mampu mengidentifikasi aktivitas pengukuran kinerja pegawai sesuai tujuan perusahaan,TeluSurabaya.xlsx
Manajemen Sumber Daya Manusia,CLO 3-3.2,Mampu mengidentifikasi dan mendiskusikan jenis-jenis kompensasi karyawan,TeluSurabaya.xlsx
Manajemen Sumber Daya Manusia,CLO 3-3.3,Mampu mengklasifikasi trend dan komposisi sumberdaya manusia sebagai faktor pendukung bisnis dalam cakupan sistem perusahaan,TeluSurabaya.xlsx
Manajemen Sumber Daya Manusia,CLO 3-3.4,"Mampu menjelaskan perbedaan proses pemberhentian, regenerasi, dan retirement pegawai di lingkup profesional",TeluSurabaya.xlsx
Manajemen Sumber Daya Manusia,CLO 4-4.1,Mampu menyusun dan mengelola kualifikasi karyawan dengan mengimplementasi sistem enterprise terintegrasi,TeluSurabaya.xlsx
Manajemen Sumber Daya Manusia,CLO 4-4.2,Mampu mengaplikasikan dan mengelola personnel infotype berbasis sistem enterprise terintegrasi,TeluSurabaya.xlsx
Manajemen Sumber Daya Manusia,CLO 5-5.1,Mampu mengaplikasikan dan mengevaluasi manajemen waktu dan penjadwalan karyawan dengan pengimplementasian sistem enterprise terintegrasi,TeluSurabaya.xlsx
Manajemen Sumber Daya Manusia,CLO 5-5.3,Mampu mengaplikasikan dan mengevaluasi proses rekrutmen dan on-boarding karyawan dengan mengimplementasi sistem enterprise terintegrasi,TeluSurabaya.xlsx
Matematika Diskrit,CLO 1-SubCLO-1.1,Mampu membedakan proposisi atomik dan proposisi majemuk dan menggunakan tabel kebenaran,TeluSurabaya.xlsx
Matematika Diskrit,CLO 1-SubCLO-1.2,"Mampu menggunakan tabel kebenaran, prinsip implikasi dan biimplikasi untuk menyimpulkan kesahihan argumen",TeluSurabaya.xlsx
Matematika Diskrit,CLO 1-SubCLO-1.3,"Mampu menjelaskan teori, operasi, dan hukum-hukum serta prinsip yang berkaitan dengan himpunan",TeluSurabaya.xlsx
Matematika Diskrit,CLO 1-SubCLO-1.4,"Mampu menjelaskan definisi, representasi, serta prinsip-prinsip matriks, relasi, dan fungsi",TeluSurabaya.xlsx
Matematika Diskrit,CLO 1-SubCLO-1.5,"Mampu menerapkan prinsip permutasi, kombinasi, pigeon hole, dan peluang diskrit untuk menyelesaikan masalah kombinatorial",TeluSurabaya.xlsx
Matematika Diskrit,CLO 2-3,SubCLO-2.1 Mampu menerapkan prinsip graf untuk menyelesaikan masalah tertentu dalam pemodelan jaringan,TeluSurabaya.xlsx
Matematika Diskrit,CLO 2-4,SubCLO-3.1 Mampu menerapkan prinsip tree (pohon) untuk menyelesaikan masalah tertentu,TeluSurabaya.xlsx
Matematika untuk Sistem Informasi,CLO 1-SubCLO1,Mampu menerapkan sifat-sifat pada himpunan bilangan real untuk menyelesaikan persoalan pada pertidaksamaan dan fungsi,TeluSurabaya.xlsx
Matematika untuk Sistem Informasi,CLO 1-SubCLO2,Mampu memahami konsep turunan dan integral dalam masalah optimasi pemodelan sistem informasi.,TeluSurabaya.xlsx
Matematika untuk Sistem Informasi,CLO 6-SubCLO3,Mampu menerapkan konsep matriks dan vektor dalam permasalahan bidang sistem informasi,TeluSurabaya.xlsx
Metode Penelitian Dan Penyusunan Karya Ilmiah,CLO 1-PLO01-CLO03.1,Mahasiswa mampu mengetahui lingkup penelitian dalam bidang Sistem Informasi,TeluSurabaya.xlsx
Metode Penelitian Dan Penyusunan Karya Ilmiah,CLO 1-PLO01-CLO03.3,Mahasiswa mampu mengenali dan menentukan lingkup penelitian TA dalam bidang Sistem Informasi,TeluSurabaya.xlsx
Metode Penelitian Dan Penyusunan Karya Ilmiah,CLO 1-PLO01-CLO03.5,Mahasiswa mampu membuat mindmap secara terstruktur mengenai literatur yang berkaitan untuk membangun produk TA secara tepat dan sesuai,TeluSurabaya.xlsx
Metode Penelitian Dan Penyusunan Karya Ilmiah,CLO 1-PLO01-CLO03.6,Mahasiswa mampu mengidentifikasikan permasalahan TA,TeluSurabaya.xlsx
Metode Penelitian Dan Penyusunan Karya Ilmiah,CLO 1-PLO01-CLO03.8,Mahasiswa mampu menentukan batasan solusi permasalahan TA,TeluSurabaya.xlsx
Metode Penelitian Dan Penyusunan Karya Ilmiah,CLO 1-PLO01-CLO03.8,Mampu menentukan batasan solusi,TeluSurabaya.xlsx
Metode Penelitian Dan Penyusunan Karya Ilmiah,CLO 2-PLO01-CLO04.1,Mahassiwa mampu menentukan pentingnya permasalahan dan hasil TA yang akan dihasilkan berdasar data darisumber yang akurat,TeluSurabaya.xlsx
Metode Penelitian Dan Penyusunan Karya Ilmiah,CLO 2-PLO01-CLO04.4,Mahasiswa mampu membandingkan dan mengklasifikasikan literatur yang mendukung solusi permasalahan TA yang diusulkan,TeluSurabaya.xlsx
Metode Penelitian Dan Penyusunan Karya Ilmiah,CLO 2-PLO01-CLO04.4,Mampu membandingkan literatur,TeluSurabaya.xlsx
Metode Penelitian Dan Penyusunan Karya Ilmiah,CLO 3-PLO05-CLO02.1,Mahasiswa mampu menulis laporan dan proposal TA sesuai secara terstruktur dan sesuai dengan aturan dan template penulisan dan panduan laporan atau proposal TA,TeluSurabaya.xlsx
Metode Penelitian Dan Penyusunan Karya Ilmiah,CLO 3-PLO05-CLO02.1,Mampu menulis laporan,TeluSurabaya.xlsx
Metode Penelitian Dan Penyusunan Karya Ilmiah,CLO 3-PLO05-CLO02.2,Mahasiswa mampu mencantumkan sumberliteratur pada laporan atau proposal TA sesuai dengan ketentuan aturan (standar) yang ditetapkan dengan benar,TeluSurabaya.xlsx
Metode Penelitian Dan Penyusunan Karya Ilmiah,CLO 3-PLO05-CLO02.2,Mahasiswa mampu mencantumkan sumberliteratur pada laporan atau proposal TA,TeluSurabaya.xlsx
Metode Penelitian Dan Penyusunan Karya Ilmiah,CLO 3-PLO05-CLO02.3,Mahasiswa mampu memahami struktur pembuatan makalah dan mekanisme publikasi karya ilmiah,TeluSurabaya.xlsx
Metode Penelitian Dan Penyusunan Karya Ilmiah,CLO 3-PLO05-CLO02.5,Mahasiswa mampu menggunakan bahasa Inggris untuk mencari dan memahami referensi TA,TeluSurabaya.xlsx
Metode Penelitian Dan Penyusunan Karya Ilmiah,CLO 4-PLO08-CLO03.2,Mahasiswa mampu menentukan satu metode yang sesuai dengan TA dan mampu menjelaskan alasannya,TeluSurabaya.xlsx
Metode Penelitian Dan Penyusunan Karya Ilmiah,CLO 4-PLO08-CLO03.4,Mahasiswa mampu menentukan metode untuk membuat produk dari TA dan cara evaluasi dari hasil TA,TeluSurabaya.xlsx
Metode Penelitian Dan Penyusunan Karya Ilmiah,CLO 4-PLO08-CLO03.4,Mampu menentukan metode produk TA,TeluSurabaya.xlsx
Monitoring dan Evaluasi Organisasi TI,CLO01a,Memahami konsep dasar monitoring dan evaluasi,ITS_SI_BRIN.xlsx
Monitoring dan Evaluasi Organisasi TI,CLO01b,Memahami desain hasil pada monitoring dan evaluasi,ITS_SI_BRIN.xlsx
Monitoring dan Evaluasi Organisasi TI,CLO01c,Mengemukakan indikator serta data monitoring dan evaluasi,ITS_SI_BRIN.xlsx
Monitoring dan Evaluasi Organisasi TI,CLO01d,Menguraikan rencana monitoring dan evaluasi,ITS_SI_BRIN.xlsx
Organisasi dan Fungsional Bisnis,CLO01a,Memahami Organisasi sebagai  system of flows,ITS_SI_BRIN.xlsx
Organisasi dan Fungsional Bisnis,CLO01b,Memahami  Design Parameter  di desain organisasi,ITS_SI_BRIN.xlsx
Organisasi dan Fungsional Bisnis,CLO01c,Memahami  Contingency Factors  di desain organisasi,ITS_SI_BRIN.xlsx
Organisasi dan Fungsional Bisnis,CLO01d,Memahami  Structural Configurations  di desain organisasi,ITS_SI_BRIN.xlsx
Organisasi dan Fungsional Bisnis,CLO01e,Menganalisis Organisasi Bisnis Kontemporer,ITS_SI_BRIN.xlsx
Organisasi dan Fungsional Bisnis,CLO01f,Merekomendasikan perbaikan pada Organisasi Bisnis Kontemporer,ITS_SI_BRIN.xlsx
Pancasila,CLO 1,[PLO4] CLO-1 Mampu menjelaskan Urgensi Pancasila dan Pancasila dalam Kajian Sejarah,TeluSurabaya.xlsx
Pancasila,CLO 1,Mampu menjelaskan Urgensi Pancasila,TeluSurabaya.xlsx
Pancasila,CLO 2,[PLO4] CLO-2 Mampu menganalisis Pancasila sebagai dasar negara dan ideologi negara,TeluSurabaya.xlsx
Pancasila,CLO 3,[PLO4] CL0-3 Mampu menganalisis Pancasila sebagai sistem filsafat,TeluSurabaya.xlsx
Pancasila,CLO 3,[PLO4] CL0-3 Mampu menganalisis Pancasila sebagai sistem etika,TeluSurabaya.xlsx
Pancasila,CLO 3,[PLO4] CL0-3 Mampu menganalisis Pancasila sebagai Dasar Nilai Pengembangan Ilmu,TeluSurabaya.xlsx
Pancasila,CLO 3,[PLO4] CL0-3 Mampu menganalisis Pancasila sebagai sistem filsafat/etika/pengembangan ilmu,TeluSurabaya.xlsx
Pelatihan dan Sertifikasi,CLO 1-PLO05-CLO03.1,Mahasiswa mampu menyusun materi pelatihan dan menyelenggarakan pelatihan secara berkelompok terkait sertifikasi bidang peminatan yang telah diperoleh.,TeluSurabaya.xlsx
Pelatihan dan Sertifikasi,CLO 2-PLO07-CLO01.1,Mahasiswa mampu memahami pentingnya sertifikasi dalam dunia kerja,TeluSurabaya.xlsx
Pelatihan dan Sertifikasi,CLO 2-PLO07-CLO01.2,Mahasiswa mampu memahami jenis-jenis sertifikasi di bidang IT/IS sesuai bidang peminatan di prodi Sistem Informasi,TeluSurabaya.xlsx
Pelatihan dan Sertifikasi,CLO 2-PLO07-CLO01.3,Mahasiswa mampu menganalisis kesempatan dan tantangan karir di era industri 4.0 sesuai bidang peminatan,TeluSurabaya.xlsx
Pelatihan dan Sertifikasi,CLO 2-PLO07-CLO02.1,Mahasiswa mampu melaksanakan sertifikasi kompetensi sesuai bidang peminatan dan lulus uji kompetensi.,TeluSurabaya.xlsx
Pemerintahan Elektronik dan Kota Cerdas,CLO 1-1,Mahasiswa mampu memahami konsep dan antar domain smart city,TeluSurabaya.xlsx
Pemerintahan Elektronik dan Kota Cerdas,CLO 1-2,mahasiswa mampu memberikan keilmuan sistem informasi untuk implementasi di lingkungan pemerintah,TeluSurabaya.xlsx
Pemerintahan Elektronik dan Kota Cerdas,CLO 3-1,Mahasiswa bisa menerapkan dan merekayasa solusi untuk smart city,TeluSurabaya.xlsx
Pemerintahan Elektronik dan Kota Cerdas,CLO 4-1,"Mahasiswa mampu memberikan solusi inovasi, ide dan gagasan untuk smart city",TeluSurabaya.xlsx
Pemodelan Proses Bisnis,CLO 1-1.1.,Mampu mengaplikasikan kemampuan berkomunikasi yang efektif untuk menggali kebutuhan.,TeluSurabaya.xlsx
Pemodelan Proses Bisnis,CLO 1-1.2.,"Mampu mengaplikasikan kemampuan berkomunikasi yang efektif untuk menyampaikan hasil pekerjaannya, menerima saran & masukan terkait hasil pekerjaannya, dan menunjukkan pemahaman melalui diskusi atau pertanyaan lanjutan.",TeluSurabaya.xlsx
Pemodelan Proses Bisnis,CLO 2-2.1.,Mampu mamahami penerapan proses bisnis pada tingkat organisasi yang berbeda,TeluSurabaya.xlsx
Pemodelan Proses Bisnis,CLO 4-4.1.,Mampu membuat model proses bisnis (tingkat dasar dan tingkat lanjut).,TeluSurabaya.xlsx
Pemodelan Proses Bisnis,CLO 5-5.1.,Mampu menggunakan teknik dan kakas Pemodelan proses bisnis,TeluSurabaya.xlsx
Pemodelan Proses Bisnis,CLO-01,"Mampu menyampaikan ide, informasi, dan argumen secara jelas dan persuasif dalam bentuk lisan di lingkungan profesional.",Dataset_CLO_OBE_SI_TelUJakarta.xlsx
Pemodelan Proses Bisnis,CLO-02,Mampu menganalisis prinsip dan fungsi manajemen Sistem Informasi untuk mendukung strategi bisnis.,Dataset_CLO_OBE_SI_TelUJakarta.xlsx
Pemodelan Proses Bisnis,CLO-04,Mampu memodelkan penyelenggaraan sistem informasi di konteks organisasi.,Dataset_CLO_OBE_SI_TelUJakarta.xlsx
Pemodelan Proses Bisnis,CLO-05,"Mampu menggunakan teknik, metode, perangkat lunak terkini untuk menghasilkan solusi di bidang pengelolaan fungsi dan bisnis organisasi dalam konteks kasus nyata.",Dataset_CLO_OBE_SI_TelUJakarta.xlsx
Pemodelan Sistem Kognitif,CLO01a,Memahami dasar-dasar cognitive computing,ITS_SI_BRIN.xlsx
Pemodelan Sistem Kognitif,CLO01b,Memahami implementasi soft computing sebagai engine,ITS_SI_BRIN.xlsx
Pemodelan Sistem Kognitif,CLO01c,"Menelaah peran AI, ML, IoT dalam Cognitive Computing",ITS_SI_BRIN.xlsx
Pemodelan Sistem Kognitif,CLO01d,Memahami representasi pengetahuan dan manifestasinya,ITS_SI_BRIN.xlsx
Pemodelan Sistem Kognitif,CLO01e,Memahami peran NLP dan Expert Systems dalam sistem kognitif,ITS_SI_BRIN.xlsx
Pemodelan dan Analitika Prediktif,CLO01a,Menginterpretasikan karakteristik data deret waktu dan teknik peramalan,ITS_SI_BRIN.xlsx
Pemodelan dan Analitika Prediktif,CLO01b,Memproyeksikan masa depan dengan teknik peramalan robust,ITS_SI_BRIN.xlsx
Pemodelan dan Analitika Prediktif,CLO01c,Menggunakan teknik data mining untuk prediksi data numerikal dan kategorikal,ITS_SI_BRIN.xlsx
Pemodelan dan Analitika Prediktif,CLO01d,Menggunakan machine (deep) learning untuk masalah klasifikasi,ITS_SI_BRIN.xlsx
Pemodelan dan Analitika Prediktif,CLO01e,Memerankan sebagai data scientist dalam mengomunikasikan temuan,ITS_SI_BRIN.xlsx
Pemodelan dan Analitika Preskriptif,CLO01a,Memahami permasalahan optimasi kombinatorik,ITS_SI_BRIN.xlsx
Pemodelan dan Analitika Preskriptif,CLO01b,Menjelaskan kompleksitas permasalahan optimasi,ITS_SI_BRIN.xlsx
Pemodelan dan Analitika Preskriptif,CLO01c,Menentukan algoritma heuristik yang tepat,ITS_SI_BRIN.xlsx
Pemodelan dan Analitika Preskriptif,CLO01d,Menerapkan algoritma heuristik untuk masalah kombinatorik,ITS_SI_BRIN.xlsx
Pemodelan dan Analitika Preskriptif,CLO01e,Menganalisis performa dari algoritma heuristik,ITS_SI_BRIN.xlsx
Pemrograman Berorientasi Objek,CLO 1-1,"Mampu menjelaskan konsep-konsep dasar pemrograman berorientasi obyek (sintak dasar, enkapsulasi, inheritance, polimorfisme, abstraksi, dan penanganan eksepsi) dalam pemrograman Java",TeluSurabaya.xlsx
Pemrograman Berorientasi Objek,CLO 2-2,Mampu menerapkan prinsip-prinsip OOP untuk merancang dan mengimplementasikan kelas dan objek Java dengan menggunakan fitur yang sesuai.,TeluSurabaya.xlsx
Pemrograman Berorientasi Objek,CLO-01,"Mampu menjelaskan konsep-konsep dasar pemrograman berorientasi obyek (sintak dasar, enkapsulasi, inheritance, polimorfisme, abstraksi, dan penanganan eksepsi) dalam pemrograman Java.",Dataset_CLO_OBE_SI_TelUJakarta.xlsx
